id,urlDrugName,rating,effectiveness,sideEffects,condition,sentiment_rating,mdl_sentiment_lbl,mdl_lbl_score
3381,lipitor,1,Ineffective,Extremely Severe Side Effects,high cholesterol,negative,NEGATIVE,0.984329342842102
482,meridia,8,Considerably Effective,Moderate Side Effects,"over eating, reduce wieght gain",positive,NEGATIVE,0.9777516722679138
1705,retin-a-micro,10,Highly Effective,Mild Side Effects,uneven skin tone and wrinkle prevention,positive,POSITIVE,0.6833711862564087
3583,differin,7,Moderately Effective,No Side Effects,acne problem,neutral,NEGATIVE,0.9453526139259338
3081,minocycline,1,Ineffective,Severe Side Effects,acne,negative,NEGATIVE,0.9557747840881348
2971,niaspan,3,Moderately Effective,Moderate Side Effects,choloesterol,negative,NEGATIVE,0.9709892272949219
3987,fosamax,4,Marginally Effective,Moderate Side Effects,osteoporosis,neutral,NEGATIVE,0.9864951372146606
1373,biaxin,8,Highly Effective,Moderate Side Effects,sinus infection,positive,NEGATIVE,0.9817891716957092
289,panixine-disperdose,8,Highly Effective,Severe Side Effects,"streptoccocus:severe sore throat,high fever(104.4)",positive,NEGATIVE,0.5052174925804138
1837,yasmin,9,Highly Effective,Mild Side Effects,birth control,positive,NEGATIVE,0.9081889390945435
1777,citalopram,7,Highly Effective,Severe Side Effects,depression,neutral,NEGATIVE,0.9955171942710876
2087,anafranil,9,Highly Effective,Moderate Side Effects,excessive fears,positive,NEGATIVE,0.9858421683311462
3441,tazorac,9,Considerably Effective,Mild Side Effects,melasma,positive,POSITIVE,0.9702338576316833
3603,retin-a,8,Considerably Effective,Moderate Side Effects,anti aging,positive,NEGATIVE,0.5956317186355591
1074,combipatch,10,Highly Effective,No Side Effects,menopause,positive,NEGATIVE,0.980461597442627
295,vesicare,7,Considerably Effective,Mild Side Effects,frequent urination,neutral,NEGATIVE,0.9978959560394287
61,flexeril,10,Highly Effective,Mild Side Effects,migraine/tension headaches/sleep,positive,NEGATIVE,0.9784806966781616
548,propranolol,9,Considerably Effective,Mild Side Effects,anxiety,positive,NEGATIVE,0.9811160564422607
1007,darvocet-n,8,Highly Effective,Mild Side Effects,arthritic joint pain/carpal tunnel,positive,NEGATIVE,0.9809646010398865
2383,synthroid,10,Highly Effective,No Side Effects,hashimotos syndrome - hypothyroid symptoms,positive,NEGATIVE,0.9872832298278809
3562,differin,7,Considerably Effective,Mild Side Effects,very oily skin,neutral,NEGATIVE,0.9830159544944763
4005,celexa,10,Highly Effective,Mild Side Effects,depression,positive,POSITIVE,0.9944530129432678
134,valtrex,10,Highly Effective,Mild Side Effects,herpes zoster,positive,NEGATIVE,0.9950698614120483
1430,adipex-p,8,Considerably Effective,Mild Side Effects,weight loss,positive,POSITIVE,0.9339857697486877
2934,prednisolone,9,Considerably Effective,No Side Effects,allergy reaction on the face incl swollen face,positive,NEGATIVE,0.9856449365615845
3546,vivelle-dot,10,Highly Effective,No Side Effects,menopause,positive,NEGATIVE,0.9828432202339172
3049,seroquel,1,Ineffective,Extremely Severe Side Effects,bipolar disorder,negative,NEGATIVE,0.9929799437522888
3494,acanya,9,Highly Effective,Mild Side Effects,cystic acne,positive,NEGATIVE,0.9892246127128601
2608,adderall-xr,4,Highly Effective,Extremely Severe Side Effects,add,neutral,NEGATIVE,0.9919487237930298
1826,yasmin,5,Highly Effective,Moderate Side Effects,birth control,neutral,NEGATIVE,0.9885029196739197
2597,phenergan,2,Considerably Effective,Severe Side Effects,nausea,negative,NEGATIVE,0.9951890707015991
4081,mobic,10,Highly Effective,No Side Effects,severe wrist pain,positive,NEGATIVE,0.973520815372467
3513,minoxidil,7,Highly Effective,Moderate Side Effects,hair loss,neutral,POSITIVE,0.988410234451294
720,accutane,6,Highly Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9826368689537048
1744,topamax,8,Considerably Effective,No Side Effects,ocd,positive,NEGATIVE,0.9937236905097961
1779,citalopram,8,Considerably Effective,Moderate Side Effects,panic disorder and anxiety,positive,NEGATIVE,0.9828745126724243
3889,estrostep-fe,8,Highly Effective,Mild Side Effects,oral contraceptive,positive,NEGATIVE,0.9906609654426575
780,naproxen,8,Considerably Effective,No Side Effects,"tendonitis of the foot, specifially big toe",positive,NEGATIVE,0.911749005317688
4043,amoxil,10,Highly Effective,No Side Effects,strep  throat,positive,NEGATIVE,0.9886816740036011
1437,tirosint,5,Ineffective,No Side Effects,"fatigue, weight gain, depression",neutral,POSITIVE,0.5337581634521484
2634,depo-provera,10,Highly Effective,No Side Effects,severe pms and menstrual pain,positive,NEGATIVE,0.995377779006958
1389,alesse,10,Highly Effective,No Side Effects,prevent pregnancy,positive,POSITIVE,0.6741600036621094
2961,zyban,1,Ineffective,Extremely Severe Side Effects,to quit smoking,negative,NEGATIVE,0.993601381778717
2074,metformin,8,Moderately Effective,Mild Side Effects,prevention of diabetes,positive,NEGATIVE,0.622272253036499
3058,oxycodone,8,Highly Effective,Mild Side Effects,severe back pain resulting from a herniated disc,positive,NEGATIVE,0.9564270973205566
2420,synthroid,10,Highly Effective,Mild Side Effects,hypothyroidism,positive,NEGATIVE,0.9781121015548706
196,adderall,10,Highly Effective,Mild Side Effects,add/adhd,positive,NEGATIVE,0.9917694330215454
939,levaquin,1,Highly Effective,Severe Side Effects,pneumonia,negative,NEGATIVE,0.9889083504676819
2720,elavil,5,Moderately Effective,Moderate Side Effects,temporomandibular joint disorder (tmj),neutral,NEGATIVE,0.9348670840263367
1277,provigil,8,Considerably Effective,Mild Side Effects,ms-related fatigue,positive,NEGATIVE,0.9400454163551331
3454,tamiflu,1,Ineffective,Extremely Severe Side Effects,h1n1,negative,NEGATIVE,0.9957466721534729
118,valtrex,6,Considerably Effective,Moderate Side Effects,herpes,neutral,NEGATIVE,0.9434285163879395
1913,avelox,1,Ineffective,Severe Side Effects,sinus infection,negative,NEGATIVE,0.9985145926475525
600,risperdal,1,Ineffective,Extremely Severe Side Effects,anxiety,negative,NEGATIVE,0.9985072016716003
227,wellbutrin-xl,8,Considerably Effective,Mild Side Effects,post trauma depression,positive,NEGATIVE,0.9682755470275879
3710,lamictal,8,Highly Effective,Moderate Side Effects,epilepsy,positive,NEGATIVE,0.9919103980064392
2391,synthroid,10,Considerably Effective,No Side Effects,hypothyroid,positive,NEGATIVE,0.9916611909866333
322,ativan,1,Marginally Effective,Severe Side Effects,ease breathing/fast heart rate,negative,NEGATIVE,0.9876641631126404
1929,zithromax,5,Moderately Effective,Moderate Side Effects,avod bacterial infection,neutral,NEGATIVE,0.9917874932289124
2421,synthroid,10,Considerably Effective,No Side Effects,hypothyroidism,positive,POSITIVE,0.9100340008735657
3423,tazorac,6,Moderately Effective,Moderate Side Effects,"wrinkles, brown spots",neutral,NEGATIVE,0.9931946992874146
1001,armour-thyroid,10,Highly Effective,No Side Effects,hyhpothyroidism,positive,POSITIVE,0.9459253549575806
1422,adipex-p,8,Highly Effective,Moderate Side Effects,weight loss,positive,NEGATIVE,0.9672708511352539
3428,tazorac,6,Considerably Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9887513518333435
2535,lamisil,10,Highly Effective,Mild Side Effects,toe-nail fungus,positive,NEGATIVE,0.977159321308136
3662,effexor-xr,8,Considerably Effective,Mild Side Effects,mild to moderate depression,positive,NEGATIVE,0.9930375218391418
3644,retin-a,9,Considerably Effective,No Side Effects,acne/dull skin,positive,NEGATIVE,0.8087059855461121
921,paxil,8,Considerably Effective,Moderate Side Effects,panic attacks,positive,NEGATIVE,0.9842789769172668
4069,mobic,7,Moderately Effective,No Side Effects,arthritis,neutral,NEGATIVE,0.9836189150810242
3230,nuvaring,9,Highly Effective,Mild Side Effects,birth control,positive,NEGATIVE,0.9903996586799622
583,acyclovir,10,Highly Effective,Mild Side Effects,hsv1,positive,NEGATIVE,0.9843237996101379
226,wellbutrin-xl,10,Considerably Effective,No Side Effects,depression,positive,NEGATIVE,0.9666489958763123
4093,asmanex,8,Highly Effective,Moderate Side Effects,asthma,positive,NEGATIVE,0.919839084148407
17,proquin-xr,5,Moderately Effective,Moderate Side Effects,recurrent pseudomonas chest infection,neutral,NEGATIVE,0.9798652529716492
3069,oxycodone,7,Highly Effective,Moderate Side Effects,back pain,neutral,NEGATIVE,0.9935371279716492
636,seasonique,1,Marginally Effective,Moderate Side Effects,to prevent pregnancy,negative,NEGATIVE,0.9912659525871277
2002,vicodin,3,Moderately Effective,Moderate Side Effects,tendonitis pain,negative,NEGATIVE,0.9880045056343079
1747,topamax,9,Considerably Effective,Mild Side Effects,depression/binge eating,positive,NEGATIVE,0.9955466985702515
1122,evista,10,Highly Effective,No Side Effects,high blood levels of thrombisin,positive,NEGATIVE,0.8674886226654053
182,adderall,4,Marginally Effective,Mild Side Effects,adha,neutral,POSITIVE,0.9627285599708557
418,imitrex,7,Considerably Effective,Moderate Side Effects,migraine,neutral,POSITIVE,0.9670508503913879
3790,keflex,10,Highly Effective,No Side Effects,"tonsillitis, sinusitis also bad tooth ache.",positive,NEGATIVE,0.9894351363182068
3704,ranitidine,9,Highly Effective,No Side Effects,heartburn,positive,NEGATIVE,0.9896106719970703
574,lithium-carbonate,5,Marginally Effective,Moderate Side Effects,bipolar disorder,neutral,NEGATIVE,0.9911278486251831
229,wellbutrin-xl,10,Highly Effective,No Side Effects,"dysthymia ( chronic, low grade depression )",positive,NEGATIVE,0.9904775619506836
1249,catapres,2,Ineffective,Mild Side Effects,hot flashes,negative,NEGATIVE,0.9857513308525085
4022,celexa,10,Highly Effective,No Side Effects,anxiety attacks when driving,positive,NEGATIVE,0.9894327521324158
536,trazodone,10,Highly Effective,Mild Side Effects,sleeplessness associated with depression,positive,NEGATIVE,0.9919204711914062
3177,desyrel,9,Highly Effective,Mild Side Effects,sleeplessness,positive,NEGATIVE,0.962577760219574
3711,lamictal,7,Considerably Effective,Moderate Side Effects,bipolar,neutral,POSITIVE,0.979941189289093
2871,avita,7,Considerably Effective,Mild Side Effects,acne,neutral,POSITIVE,0.6193819642066956
1824,yasmin,5,Highly Effective,Moderate Side Effects,birth control,neutral,NEGATIVE,0.9701229929924011
1134,methadone,7,Highly Effective,Moderate Side Effects,addiction,neutral,NEGATIVE,0.9930141568183899
276,xyrem,3,Marginally Effective,Mild Side Effects,sleep disorders,negative,NEGATIVE,0.9917469024658203
1739,topamax,7,Considerably Effective,Moderate Side Effects,migraines,neutral,NEGATIVE,0.9867189526557922
242,wellbutrin-xl,8,Considerably Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9312918186187744
1486,cymbalta,1,Ineffective,Extremely Severe Side Effects,depression/anxiety,negative,NEGATIVE,0.9898192286491394
1294,zocor,5,Highly Effective,Moderate Side Effects,high blood cholesterol,neutral,NEGATIVE,0.9804738759994507
3199,omnicef,1,Considerably Effective,Extremely Severe Side Effects,strep throat,negative,NEGATIVE,0.999118983745575
1079,effexor,8,Considerably Effective,Mild Side Effects,depression,positive,NEGATIVE,0.998049259185791
3942,prilosec,10,Highly Effective,No Side Effects,gerd,positive,NEGATIVE,0.9978787899017334
2499,remeron,10,Highly Effective,Mild Side Effects,greater depression,positive,NEGATIVE,0.9763000011444092
4012,celexa,7,Highly Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9489367008209229
2649,aldara,1,Moderately Effective,Extremely Severe Side Effects,bowens cancer on tip of nose,negative,NEGATIVE,0.998606264591217
3461,ambien-cr,10,Highly Effective,No Side Effects,sleeplessness,positive,NEGATIVE,0.9792450666427612
2864,aldactone,1,Highly Effective,Extremely Severe Side Effects,acne,negative,NEGATIVE,0.5746944546699524
3191,tylenol-with-codeine,1,Considerably Effective,Severe Side Effects,pain after minor surgery,negative,NEGATIVE,0.9874812960624695
3860,levoxyl,4,Marginally Effective,Mild Side Effects,lethergy,neutral,NEGATIVE,0.9697264432907104
1520,glucophage,10,Highly Effective,No Side Effects,insulin resistance,positive,NEGATIVE,0.9568498730659485
1662,climara,1,Ineffective,Severe Side Effects,hormone replacement therapy,negative,NEGATIVE,0.9958645105361938
1292,zocor,1,Ineffective,Severe Side Effects,cholesterol,negative,NEGATIVE,0.9859208464622498
346,neurontin,8,Considerably Effective,Mild Side Effects,nerve pain - great skin sensitivity,positive,NEGATIVE,0.9633148312568665
560,doryx,3,Considerably Effective,Severe Side Effects,back acne,negative,NEGATIVE,0.9913437366485596
1530,skelaxin,10,Highly Effective,No Side Effects,muscle spasm,positive,NEGATIVE,0.9649032950401306
4042,amoxil,3,Highly Effective,Moderate Side Effects,post surgery,negative,NEGATIVE,0.9600207209587097
480,tekturna-hct,1,Ineffective,Severe Side Effects,high blood pressure,negative,NEGATIVE,0.9901866912841797
257,ultram,8,Moderately Effective,Moderate Side Effects,hand pain,positive,NEGATIVE,0.9782364964485168
1266,provigil,1,Marginally Effective,Extremely Severe Side Effects,daytime sleepiness,negative,NEGATIVE,0.9976547956466675
535,trazodone,9,Highly Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9932006001472473
124,valtrex,9,Highly Effective,Mild Side Effects,herpes,positive,NEGATIVE,0.961775541305542
3190,desyrel,2,Marginally Effective,Moderate Side Effects,"anxiety,insomnia",negative,NEGATIVE,0.9953483939170837
3859,levoxyl,10,Highly Effective,No Side Effects,hypothyroidism,positive,NEGATIVE,0.9397945404052734
2428,synthroid,1,Moderately Effective,Severe Side Effects,low thyroid,negative,NEGATIVE,0.9894130825996399
2039,cozaar,10,Highly Effective,No Side Effects,high blood pressure,positive,NEGATIVE,0.9764848351478577
2872,avita,7,Considerably Effective,Mild Side Effects,acne,neutral,POSITIVE,0.6193819642066956
2982,strattera,3,Moderately Effective,Severe Side Effects,add,negative,NEGATIVE,0.9907566905021667
865,valium,10,Highly Effective,No Side Effects,"migraines, back spasm, insomnia",positive,NEGATIVE,0.9898311495780945
1928,zithromax,10,Highly Effective,Mild Side Effects,pneumonia,positive,NEGATIVE,0.9933480620384216
688,accutane,1,Moderately Effective,Severe Side Effects,acne,negative,NEGATIVE,0.9903746247291565
1617,premarin,1,Ineffective,Extremely Severe Side Effects,menopause,negative,NEGATIVE,0.9934073686599731
1510,metoprolol,8,Considerably Effective,No Side Effects,hypertension,positive,POSITIVE,0.8104389309883118
1917,avelox,1,Ineffective,Extremely Severe Side Effects,sinus infection,negative,NEGATIVE,0.998212456703186
3605,retin-a,6,Moderately Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9953320622444153
1334,prevacid,8,Considerably Effective,Mild Side Effects,servere stomach pains and reaccuring gastritis.,positive,NEGATIVE,0.9966680407524109
2762,risperdal-consta,4,Marginally Effective,Moderate Side Effects,bipolar,neutral,NEGATIVE,0.9970098733901978
490,meridia,10,Highly Effective,Mild Side Effects,obesity,positive,NEGATIVE,0.9950944185256958
2493,remeron,6,Moderately Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9681448340415955
2728,elavil,9,Highly Effective,Mild Side Effects,migraines,positive,NEGATIVE,0.9876218438148499
3155,prednisone,8,Highly Effective,Mild Side Effects,asthma,positive,NEGATIVE,0.9825748801231384
3490,dyrenium,10,Considerably Effective,Moderate Side Effects,hypertension,positive,NEGATIVE,0.9776580333709717
1440,tirosint,9,Considerably Effective,No Side Effects,hypothyroidsim,positive,NEGATIVE,0.9898646473884583
1202,prozac,7,Considerably Effective,No Side Effects,depression,neutral,NEGATIVE,0.987896203994751
92,pristiq,1,Ineffective,Moderate Side Effects,severe depression,negative,NEGATIVE,0.9986649751663208
2207,advair-diskus,10,Highly Effective,No Side Effects,asthma,positive,NEGATIVE,0.7271351218223572
731,claripel-cream,4,Considerably Effective,Severe Side Effects,reaction with benzoyl peroxide,neutral,NEGATIVE,0.9947558641433716
1829,yasmin,7,Highly Effective,Mild Side Effects,birth control,neutral,NEGATIVE,0.9774252772331238
3340,clarithromycin,9,Highly Effective,Mild Side Effects,lyme disease,positive,NEGATIVE,0.997763991355896
2712,prometrium,9,Highly Effective,No Side Effects,menapouse,positive,NEGATIVE,0.9767895340919495
3802,cialis,10,Highly Effective,No Side Effects,impotence,positive,NEGATIVE,0.807258665561676
2177,zyrtec,3,Considerably Effective,Severe Side Effects,rhinitis,negative,NEGATIVE,0.9965599179267883
839,ritalin,9,Highly Effective,Mild Side Effects,fibromyalgia,positive,POSITIVE,0.8726023435592651
1626,premarin,10,Highly Effective,No Side Effects,menopause,positive,NEGATIVE,0.9047765731811523
2429,synthroid,7,Moderately Effective,Moderate Side Effects,multinodular goiter,neutral,NEGATIVE,0.9940704703330994
3660,effexor-xr,10,Highly Effective,Mild Side Effects,depression/anxiety,positive,NEGATIVE,0.9836975932121277
2130,concerta,8,Considerably Effective,Mild Side Effects,add,positive,POSITIVE,0.9458212852478027
2587,oxazepam,8,Considerably Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9864592552185059
1918,avelox,1,Ineffective,Severe Side Effects,sinus infection,negative,NEGATIVE,0.9820897579193115
154,zomig,7,Highly Effective,Moderate Side Effects,migraine,neutral,NEGATIVE,0.9902347326278687
3135,geodon,10,Highly Effective,Mild Side Effects,bi-polar disorder,positive,NEGATIVE,0.9934224486351013
245,wellbutrin-xl,7,Considerably Effective,Moderate Side Effects,anxiety and depression,neutral,NEGATIVE,0.911372721195221
4138,percocet,5,Moderately Effective,Moderate Side Effects,acl surgery,neutral,NEGATIVE,0.9652790427207947
550,taclonex,10,Highly Effective,No Side Effects,psoriasis,positive,NEGATIVE,0.9491606950759888
4149,percocet,3,Moderately Effective,Severe Side Effects,pain management after sugery,negative,NEGATIVE,0.9694052934646606
1088,effexor,4,Marginally Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9850731492042542
1394,pamelor,7,Highly Effective,Mild Side Effects,musle relaxant,neutral,NEGATIVE,0.9799601435661316
543,trazodone,10,Highly Effective,No Side Effects,waking early,positive,NEGATIVE,0.977531909942627
1280,provigil,8,Considerably Effective,Mild Side Effects,central sleep apnea related fatigue,positive,NEGATIVE,0.9701263904571533
3836,lumigan,9,Highly Effective,Mild Side Effects,lashes,positive,NEGATIVE,0.9729185700416565
637,seasonique,10,Highly Effective,Mild Side Effects,unregulated periods,positive,NEGATIVE,0.9959962368011475
965,sarafem,6,Marginally Effective,Severe Side Effects,depression,neutral,NEGATIVE,0.9168586134910583
444,lorazepam,10,Highly Effective,Mild Side Effects,panic attacks,positive,NEGATIVE,0.9843654632568359
1065,botox,6,Moderately Effective,Mild Side Effects,wrinkles,neutral,NEGATIVE,0.9520626664161682
1555,methotrexate,8,Considerably Effective,Extremely Severe Side Effects,psoriatic arthritis,positive,NEGATIVE,0.9950417876243591
2756,xenical,8,Moderately Effective,Moderate Side Effects,over weight,positive,NEGATIVE,0.9937183856964111
3279,zoloft,8,Considerably Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9955654740333557
3195,omnicef,2,Marginally Effective,Severe Side Effects,ear infection,negative,NEGATIVE,0.9979550838470459
3250,triazolam,4,Considerably Effective,Moderate Side Effects,sedation dentistry for dental implants,neutral,NEGATIVE,0.9961485862731934
3288,zoloft,10,Highly Effective,No Side Effects,"depression, clinical level",positive,NEGATIVE,0.9410086870193481
436,imitrex,1,Marginally Effective,Extremely Severe Side Effects,migrane,negative,NEGATIVE,0.97002774477005
296,vesicare,10,Highly Effective,No Side Effects,overactive bladder,positive,NEGATIVE,0.9787207841873169
502,paxil-cr,8,Highly Effective,Mild Side Effects,anxiety/ibs,positive,NEGATIVE,0.8126164674758911
1295,zocor,10,Highly Effective,No Side Effects,elevated cholesterol,positive,NEGATIVE,0.7978057265281677
3418,tazorac,8,Considerably Effective,Mild Side Effects,"acne, aging",positive,POSITIVE,0.9794090390205383
2863,aldactone,9,Highly Effective,Moderate Side Effects,adult acne,positive,NEGATIVE,0.9462864398956299
3366,lipitor,10,Highly Effective,No Side Effects,high cholesterol,positive,NEGATIVE,0.86640465259552
871,paxil,2,Moderately Effective,Severe Side Effects,depression,negative,NEGATIVE,0.9864649772644043
2757,xenical,10,Highly Effective,Mild Side Effects,obesity,positive,NEGATIVE,0.9968670010566711
3591,differin,7,Moderately Effective,No Side Effects,acne,neutral,NEGATIVE,0.9940909743309021
716,accutane,7,Highly Effective,Moderate Side Effects,pimples,neutral,NEGATIVE,0.9493152499198914
922,paxil,7,Considerably Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9956570863723755
1594,xanax,5,Highly Effective,Severe Side Effects,bipolar disorder/panic attacks,neutral,NEGATIVE,0.9815191030502319
996,armour-thyroid,8,Moderately Effective,No Side Effects,hypothyroid,positive,POSITIVE,0.9549285173416138
3181,desyrel,5,Considerably Effective,Severe Side Effects,insomnia,neutral,NEGATIVE,0.9827808141708374
679,accutane,8,Considerably Effective,Moderate Side Effects,acne  and scarring,positive,POSITIVE,0.9035258889198303
443,lorazepam,10,Ineffective,No Side Effects,anxiety,positive,NEGATIVE,0.984477162361145
3014,cipro,8,Moderately Effective,Mild Side Effects,yeast infection,positive,NEGATIVE,0.9969546794891357
2291,lexapro,8,Considerably Effective,No Side Effects,anxiety,positive,NEGATIVE,0.9819563031196594
1010,fentanyl,6,Moderately Effective,Moderate Side Effects,chronic regional pain syndrome,neutral,NEGATIVE,0.9828084111213684
2966,niaspan,8,Considerably Effective,Mild Side Effects,low hdl,positive,POSITIVE,0.653493344783783
2300,lexapro,8,Moderately Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9871288537979126
572,atenolol,8,Moderately Effective,Mild Side Effects,hypertension,positive,NEGATIVE,0.9774817824363708
3400,proscar,7,Considerably Effective,Mild Side Effects,male pattern baldness,neutral,NEGATIVE,0.9805349707603455
173,zomig,9,Considerably Effective,Moderate Side Effects,migraine,positive,NEGATIVE,0.9902964234352112
1006,darvocet-n,1,Marginally Effective,Severe Side Effects,pain relief after outpatient hernia surgery,negative,NEGATIVE,0.9907138347625732
1708,retin-a-micro,8,Considerably Effective,Mild Side Effects,acne,positive,NEGATIVE,0.6799313426017761
957,diovan,8,Considerably Effective,Moderate Side Effects,high blood pressure,positive,NEGATIVE,0.9868343472480774
900,paxil,7,Considerably Effective,Moderate Side Effects,major depressive episode,neutral,NEGATIVE,0.9822003841400146
4057,amoxil,7,Moderately Effective,Moderate Side Effects,post tooth extraction,neutral,NEGATIVE,0.9826822280883789
3746,lamictal,10,Highly Effective,No Side Effects,bipolar,positive,NEGATIVE,0.990822434425354
1680,claritin,9,Considerably Effective,No Side Effects,allergies,positive,NEGATIVE,0.9839746356010437
2223,allegra,10,Highly Effective,No Side Effects,seasonal allergies,positive,NEGATIVE,0.997087299823761
2671,prinivil,5,Moderately Effective,Mild Side Effects,high blood pressure,neutral,NEGATIVE,0.995124876499176
3001,cipro,9,Highly Effective,No Side Effects,gastroenteritis,positive,NEGATIVE,0.9849136471748352
2684,prinivil,3,Marginally Effective,Moderate Side Effects,hypertension,negative,NEGATIVE,0.995305061340332
306,protopic,1,Moderately Effective,Severe Side Effects,eczema,negative,NEGATIVE,0.9991986155509949
10,nasonex,10,Highly Effective,Mild Side Effects,allergies,positive,NEGATIVE,0.9913852214813232
14,proquin-xr,1,Ineffective,Extremely Severe Side Effects,possible uti - i think?,negative,NEGATIVE,0.9869712591171265
2564,klonopin,10,Highly Effective,No Side Effects,anxiety,positive,NEGATIVE,0.9779857397079468
402,restasis,9,Considerably Effective,No Side Effects,chronic dry eyes,positive,NEGATIVE,0.9945880174636841
1024,vyvanse,10,Highly Effective,Mild Side Effects,add,positive,POSITIVE,0.7477155327796936
4,nasonex,10,Highly Effective,Mild Side Effects,allergy,positive,NEGATIVE,0.9618983864784241
686,accutane,3,Considerably Effective,Severe Side Effects,acne,negative,NEGATIVE,0.9991175532341003
2683,prinivil,4,Moderately Effective,Mild Side Effects,high blood preasure,neutral,NEGATIVE,0.9685190916061401
2222,allegra,3,Moderately Effective,No Side Effects,itchy watery eyes,negative,NEGATIVE,0.9992484450340271
2614,adderall-xr,7,Highly Effective,Severe Side Effects,add management,neutral,NEGATIVE,0.9976643323898315
1090,effexor,4,Marginally Effective,Moderate Side Effects,depression/anxiety,neutral,NEGATIVE,0.9953534603118896
772,naproxen,3,Considerably Effective,Severe Side Effects,arthritis,negative,NEGATIVE,0.9548349380493164
1707,retin-a-micro,6,Moderately Effective,No Side Effects,anti aging,neutral,POSITIVE,0.8189955949783325
2865,aldactone,3,Marginally Effective,Moderate Side Effects,hair loss/ facial hair,negative,NEGATIVE,0.9702543020248413
2911,tramadol,8,Considerably Effective,Moderate Side Effects,sciatic nerve pain,positive,NEGATIVE,0.9793469309806824
1702,retin-a-micro,10,Highly Effective,Mild Side Effects,acne,positive,NEGATIVE,0.9873260259628296
473,remicade,7,Considerably Effective,Moderate Side Effects,reactive arthritis (presents like ra),neutral,NEGATIVE,0.9694021344184875
1167,zofran,1,Ineffective,Extremely Severe Side Effects,nausea,negative,NEGATIVE,0.9976528286933899
2914,tramadol,1,Moderately Effective,Extremely Severe Side Effects,severe abdominal pain yet to be diagnosed,negative,NEGATIVE,0.9945942759513855
3321,danazol,7,Moderately Effective,Mild Side Effects,endometriosis,neutral,NEGATIVE,0.9938501119613647
2933,prednisolone,6,Considerably Effective,Moderate Side Effects,asthma,neutral,POSITIVE,0.9761236906051636
1101,effexor,7,Considerably Effective,Mild Side Effects,depression,neutral,NEGATIVE,0.9834681749343872
4104,chantix,10,Highly Effective,Mild Side Effects,smoking cessation,positive,NEGATIVE,0.979558527469635
1681,claritin,7,Marginally Effective,Mild Side Effects,"spring allergies, allergy cough",neutral,NEGATIVE,0.9972516894340515
2107,renova,9,Considerably Effective,Mild Side Effects,acne & sun damaged skin,positive,NEGATIVE,0.9734407067298889
3565,differin,6,Moderately Effective,Mild Side Effects,acne,neutral,NEGATIVE,0.9774461388587952
3958,prilosec,10,Highly Effective,No Side Effects,acid reflux,positive,NEGATIVE,0.9865002036094666
1995,vicodin,10,Highly Effective,No Side Effects,diverticulitis / kidney infection,positive,NEGATIVE,0.9881513118743896
3999,fosamax,10,Highly Effective,No Side Effects,osteoporosis,positive,NEGATIVE,0.9920380115509033
577,lithium-carbonate,7,Moderately Effective,Severe Side Effects,bipolar,neutral,NEGATIVE,0.9872949719429016
1432,tirosint,6,Moderately Effective,No Side Effects,hypothyroidism,neutral,NEGATIVE,0.992319643497467
290,panixine-disperdose,8,Highly Effective,Mild Side Effects,acne,positive,NEGATIVE,0.99592125415802
3136,malarone,3,Moderately Effective,Severe Side Effects,malaria prevention,negative,NEGATIVE,0.9910725951194763
3103,ortho-tri-cyclen,10,Highly Effective,No Side Effects,irregular periods,positive,NEGATIVE,0.9485160708427429
2701,detrol-la,4,Marginally Effective,Mild Side Effects,spasdic bladder,neutral,NEGATIVE,0.9985835552215576
3906,nexium,10,Highly Effective,No Side Effects,laryngopharyngeal reflux,positive,NEGATIVE,0.9884478449821472
2456,ecotrin,8,Highly Effective,No Side Effects,headache,positive,POSITIVE,0.9818106889724731
4071,mobic,9,Considerably Effective,No Side Effects,tmj - inflamation,positive,NEGATIVE,0.9892114400863647
249,wellbutrin-xl,7,Considerably Effective,Moderate Side Effects,add,neutral,POSITIVE,0.5455674529075623
3975,norvasc,7,Moderately Effective,Mild Side Effects,chest pain,neutral,NEGATIVE,0.9666683673858643
2965,niaspan,10,Highly Effective,Mild Side Effects,high cholesterol,positive,NEGATIVE,0.895530104637146
1771,citalopram,7,Considerably Effective,Moderate Side Effects,depression and anxiety,neutral,POSITIVE,0.837035059928894
3826,glyquin-xm,3,Marginally Effective,Mild Side Effects,melasma,negative,NEGATIVE,0.9243987202644348
66,flexeril,1,Considerably Effective,Severe Side Effects,back spasm/pain,negative,NEGATIVE,0.9990468621253967
188,adderall,9,Highly Effective,Mild Side Effects,attention deficit disorder,positive,NEGATIVE,0.9882235527038574
